iteration	\log_{10}(R_{\rho})
6132	-7.2834054174
6133	-7.2836780608
6134	-7.2839506162
6135	-7.2842230839
6136	-7.2844954635
6137	-7.2847677552
6138	-7.2850399589
6139	-7.2853120749
6140	-7.2855841031
6141	-7.2858560434
6142	-7.286127896
6143	-7.2863996604
6144	-7.2866713372
6145	-7.2869429266
6146	-7.287214428
6147	-7.2874858417
6148	-7.2877571672
6149	-7.2880284056
6150	-7.2882995554
6151	-7.2885706185
6152	-7.2888415935
6153	-7.2891124809
6154	-7.2893832806
6155	-7.2896539926
6156	-7.289924617
6157	-7.2901951538
6158	-7.2904656033
6159	-7.2907359649
6160	-7.2910062391
6161	-7.291276426
6162	-7.2915465251
6163	-7.291816537
6164	-7.2920864613
6165	-7.2923562982
6166	-7.2926260476
6167	-7.2928957099
6168	-7.2931652845
6169	-7.2934347718
6170	-7.2937041718
6171	-7.2939734849
6172	-7.2942427101
6173	-7.2945118483
6174	-7.2947808993
6175	-7.295049863
6176	-7.2953187397
6177	-7.2955875289
6178	-7.2958562311
6179	-7.2961248462
6180	-7.2963933744
6181	-7.2966618151
6182	-7.2969301693
6183	-7.2971984359
6184	-7.2974666158
6185	-7.2977347087
6186	-7.2980027144
6187	-7.2982706335
6188	-7.2985384655
6189	-7.2988062106
6190	-7.2990738686
6191	-7.2993414404
6192	-7.2996089248
6193	-7.2998763227
6194	-7.3001436335
6195	-7.300410858
6196	-7.3006779957
6197	-7.3009450467
6198	-7.3012120105
6199	-7.3014788884
6200	-7.3017456793
6201	-7.3020123835
6202	-7.3022790015
6203	-7.3025455331
6204	-7.3028119778
6205	-7.303078336
6206	-7.3033446082
6207	-7.3036107937
6208	-7.3038768928
6209	-7.3041429054
6210	-7.3044088321
6211	-7.3046746724
6212	-7.304940426
6213	-7.3052060938
6214	-7.3054716756
6215	-7.3057371709
6216	-7.30600258
6217	-7.3062679033
6218	-7.3065331401
6219	-7.3067982912
6220	-7.307063356
6221	-7.3073283351
6222	-7.3075932277
6223	-7.307858035
6224	-7.3081227561
6225	-7.3083873915
6226	-7.308651941
6227	-7.3089164045
6228	-7.3091807823
6229	-7.3094450747
6230	-7.3097092811
6231	-7.3099734019
6232	-7.3102374369
6233	-7.3105013867
6234	-7.3107652504
6235	-7.311029029
6236	-7.3112927221
6237	-7.3115563293
6238	-7.3118198518
6239	-7.3120832885
6240	-7.3123466399
6241	-7.3126099057
6242	-7.3128730863
6243	-7.3131361823
6244	-7.3133991923
6245	-7.3136621174
6246	-7.3139249577
6247	-7.3141877124
6248	-7.3144503821
6249	-7.3147129667
6250	-7.314975467
6251	-7.3152378816
6252	-7.3155002117
6253	-7.3157624566
6254	-7.3160246167
6255	-7.3162866923
6256	-7.3165486828
6257	-7.3168105885
6258	-7.3170724099
6259	-7.3173341463
6260	-7.3175957983
6261	-7.3178573656
6262	-7.3181188483
6263	-7.3183802468
6264	-7.3186415609
6265	-7.3189027901
6266	-7.319163935
6267	-7.3194249958
6268	-7.3196859727
6269	-7.3199468648
6270	-7.3202076726
6271	-7.3204683966
6272	-7.3207290363
6273	-7.3209895919
6274	-7.3212500637
6275	-7.3215104515
6276	-7.3217707552
6277	-7.3220309747
6278	-7.3222911108
6279	-7.322551163
6280	-7.322811131
6281	-7.3230710157
6282	-7.3233308165
6283	-7.3235905337
6284	-7.3238501673
6285	-7.3241097173
6286	-7.3243691837
6287	-7.3246285667
6288	-7.3248878662
6289	-7.3251470823
6290	-7.3254062154
6291	-7.3256652649
6292	-7.3259242313
6293	-7.3261831141
6294	-7.3264419137
6295	-7.3267006304
6296	-7.3269592638
6297	-7.3272178147
6298	-7.3274762821
6299	-7.3277346664
6300	-7.3279929683
6301	-7.3282511873
6302	-7.3285093236
6303	-7.3287673767
6304	-7.3290253477
6305	-7.3292832352
6306	-7.3295410409
6307	-7.3297987635
6308	-7.3300564037
6309	-7.3303139618
6310	-7.330571437
6311	-7.3308288302
6312	-7.331086141
6313	-7.3313433694
6314	-7.3316005154
6315	-7.3318575796
6316	-7.3321145616
6317	-7.3323714614
6318	-7.3326282794
6319	-7.3328850151
6320	-7.333141669
6321	-7.3333982411
6322	-7.3336547316
6323	-7.3339111397
6324	-7.3341674666
6325	-7.3344237119
6326	-7.3346798751
6327	-7.3349359568
6328	-7.3351919573
6329	-7.3354478761
6330	-7.3357037135
6331	-7.3359594696
6332	-7.3362151443
6333	-7.3364707381
6334	-7.3367262503
6335	-7.3369816814
6336	-7.3372370312
6337	-7.3374923002
6338	-7.3377474883
6339	-7.3380025953
6340	-7.3382576213
6341	-7.3385125668
6342	-7.338767431
6343	-7.339022215
6344	-7.3392769182
6345	-7.3395315407
6346	-7.3397860827
6347	-7.3400405438
6348	-7.3402949248
6349	-7.3405492256
6350	-7.340803446
6351	-7.3410575857
6352	-7.3413116452
6353	-7.3415656251
6354	-7.3418195243
6355	-7.3420733439
6356	-7.3423270828
6357	-7.3425807424
6358	-7.3428343216
6359	-7.3430878212
6360	-7.3433412412
6361	-7.3435945808
6362	-7.3438478415
6363	-7.3441010221
6364	-7.3443541231
6365	-7.3446071448
6366	-7.3448600869
6367	-7.3451129495
6368	-7.3453657331
6369	-7.3456184372
6370	-7.3458710623
6371	-7.3461236078
6372	-7.3463760746
6373	-7.3466284623
6374	-7.3468807709
6375	-7.3471330005
6376	-7.3473851515
6377	-7.3476372233
6378	-7.3478892167
6379	-7.3481411313
6380	-7.3483929675
6381	-7.3486447244
6382	-7.3488964036
6383	-7.3491480041
6384	-7.349399526
6385	-7.34965097
6386	-7.3499023354
6387	-7.3501536225
6388	-7.3504048316
6389	-7.3506559624
6390	-7.3509070155
6391	-7.3511579902
6392	-7.3514088875
6393	-7.3516597066
6394	-7.351910448
6395	-7.3521611116
6396	-7.3524116973
6397	-7.3526622058
6398	-7.3529126365
6399	-7.3531629897
6400	-7.3534132654
6401	-7.353663464
6402	-7.3539135852
6403	-7.3541636292
6404	-7.3544135958
6405	-7.3546634857
6406	-7.3549132982
6407	-7.3551630339
6408	-7.3554126927
6409	-7.3556622746
6410	-7.3559117796
6411	-7.356161208
6412	-7.3564105597
6413	-7.3566598352
6414	-7.3569090332
6415	-7.3571581556
6416	-7.3574072014
6417	-7.3576561703
6418	-7.3579050633
6419	-7.3581538801
6420	-7.3584026209
6421	-7.3586512855
6422	-7.3588998739
6423	-7.3591483862
6424	-7.3593968228
6425	-7.3596451837
6426	-7.3598934686
6427	-7.3601416777
6428	-7.3603898115
6429	-7.3606378695
6430	-7.3608858519
6431	-7.361133759
6432	-7.3613815908
6433	-7.3616293469
6434	-7.3618770283
6435	-7.3621246341
6436	-7.362372165
6437	-7.3626196208
6438	-7.3628670014
6439	-7.3631143075
6440	-7.3633615385
6441	-7.3636086946
6442	-7.3638557762
6443	-7.3641027829
6444	-7.3643497153
6445	-7.364596573
6446	-7.3648433562
6447	-7.3650900651
6448	-7.3653366996
6449	-7.3655832599
6450	-7.3658297461
6451	-7.3660761582
6452	-7.3663224962
6453	-7.36656876
6454	-7.3668149504
6455	-7.3670610665
6456	-7.3673071084
6457	-7.3675530775
6458	-7.3677989722
6459	-7.3680447939
6460	-7.368290542
6461	-7.3685362166
6462	-7.3687818176
6463	-7.3690273455
6464	-7.3692728
6465	-7.3695181812
6466	-7.3697634899
6467	-7.3700087251
6468	-7.3702538874
6469	-7.3704989769
6470	-7.3707439933
6471	-7.3709889373
6472	-7.3712338084
6473	-7.3714786071
6474	-7.371723333
6475	-7.3719679865
6476	-7.3722125677
6477	-7.3724570764
6478	-7.3727015128
6479	-7.3729458769
6480	-7.3731901694
6481	-7.3734343893
6482	-7.3736785372
6483	-7.3739226136
6484	-7.374166618
6485	-7.3744105504
6486	-7.3746544111
6487	-7.3748982005
6488	-7.3751419182
6489	-7.3753855643
6490	-7.3756291386
6491	-7.3758726421
6492	-7.3761160742
6493	-7.3763594348
6494	-7.3766027246
6495	-7.3768459431
6496	-7.3770890905
6497	-7.3773321674
6498	-7.3775751731
6499	-7.3778181081
6500	-7.3780609722
6501	-7.3783037656
6502	-7.3785464888
6503	-7.3787891411
6504	-7.3790317231
6505	-7.3792742349
6506	-7.3795166763
6507	-7.3797590471
6508	-7.3800013484
6509	-7.3802435792
6510	-7.3804857399
6511	-7.3807278309
6512	-7.3809698522
6513	-7.3812118034
6514	-7.3814536848
6515	-7.3816954965
6516	-7.3819372392
6517	-7.3821789118
6518	-7.382420515
6519	-7.3826620492
6520	-7.382903514
6521	-7.3831449095
6522	-7.3833862354
6523	-7.3836274929
6524	-7.3838686809
6525	-7.3841098004
6526	-7.3843508508
6527	-7.3845918321
6528	-7.3848327453
6529	-7.3850735892
6530	-7.3853143649
6531	-7.385555072
6532	-7.3857957108
6533	-7.3860362814
6534	-7.3862767836
6535	-7.3865172173
6536	-7.3867575831
6537	-7.386997881
6538	-7.3872381105
6539	-7.3874782729
6540	-7.3877183667
6541	-7.3879583926
6542	-7.3881983512
6543	-7.3884382421
6544	-7.3886780655
6545	-7.3889178213
6546	-7.3891575102
6547	-7.3893971308
6548	-7.3896366847
6549	-7.3898761714
6550	-7.3901155909
6551	-7.3903549434
6552	-7.3905942284
6553	-7.3908334473
6554	-7.391072599
6555	-7.3913116842
6556	-7.3915507025
6557	-7.3917896542
6558	-7.3920285394
6559	-7.3922673579
6560	-7.3925061103
6561	-7.3927447964
6562	-7.3929834162
6563	-7.3932219698
6564	-7.3934604573
6565	-7.3936988787
6566	-7.3939372343
6567	-7.3941755239
6568	-7.3944137479
6569	-7.3946519061
6570	-7.394889999
6571	-7.3951280258
6572	-7.3953659875
6573	-7.395603883
6574	-7.3958417142
6575	-7.3960794796
6576	-7.3963171799
6577	-7.3965548149
6578	-7.3967923852
6579	-7.3970298901
6580	-7.3972673306
6581	-7.397504706
6582	-7.3977420166
6583	-7.3979792622
6584	-7.3982164437
6585	-7.3984535601
6586	-7.3986906123
6587	-7.3989276001
6588	-7.3991645237
6589	-7.3994013825
6590	-7.3996381778
6591	-7.3998749087
6592	-7.4001115756
6593	-7.4003481785
6594	-7.4005847173
6595	-7.4008211924
6596	-7.4010576041
6597	-7.4012939514
6598	-7.4015302359
6599	-7.4017664567
6600	-7.4020026138
6601	-7.4022387075
6602	-7.4024747382
6603	-7.4027107054
6604	-7.4029466101
6605	-7.4031824511
6606	-7.4034182294
6607	-7.4036539446
6608	-7.4038895969
6609	-7.4041251869
6610	-7.4043607136
6611	-7.4045961781
6612	-7.4048315796
6613	-7.4050669195
6614	-7.4053021962
6615	-7.4055374112
6616	-7.4057725632
6617	-7.4060076534
6618	-7.4062426813
6619	-7.4064776469
6620	-7.4067125512
6621	-7.4069473933
6622	-7.4071821735
6623	-7.4074168921
6624	-7.4076515487
6625	-7.4078861439
6626	-7.4081206776
6627	-7.4083551498
6628	-7.4085895605
6629	-7.40882391
6630	-7.4090581985
6631	-7.4092924255
6632	-7.4095265917
6633	-7.4097606966
6634	-7.4099947409
6635	-7.4102287243
6636	-7.4104626464
6637	-7.4106965083
6638	-7.4109303092
6639	-7.4111640501
6640	-7.4113977298
6641	-7.4116313496
6642	-7.411864909
6643	-7.4120984079
6644	-7.4123318469
6645	-7.4125652257
6646	-7.4127985441
6647	-7.4130318024
6648	-7.4132650016
6649	-7.4134981405
6650	-7.4137312191
6651	-7.4139642384
6652	-7.4141971986
6653	-7.4144300989
6654	-7.4146629395
6655	-7.4148957207
6656	-7.4151284425
6657	-7.4153611057
6658	-7.4155937088
6659	-7.4158262533
6660	-7.416058739
6661	-7.4162911653
6662	-7.4165235325
6663	-7.4167558412
6664	-7.4169880914
6665	-7.4172202823
6666	-7.4174524152
6667	-7.4176844893
6668	-7.4179165047
6669	-7.4181484624
6670	-7.4183803611
6671	-7.418612202
6672	-7.4188439846
6673	-7.4190757091
6674	-7.4193073752
6675	-7.4195389838
6676	-7.4197705343
6677	-7.4200020272
6678	-7.4202334621
6679	-7.4204648399
6680	-7.4206961594
6681	-7.4209274219
6682	-7.4211586263
6683	-7.4213897739
6684	-7.4216208638
6685	-7.4218518965
6686	-7.4220828722
6687	-7.422313791
6688	-7.4225446526
6689	-7.4227754572
6690	-7.4230062047
6691	-7.4232368958
6692	-7.4234675301
6693	-7.4236981074
6694	-7.4239286285
6695	-7.424159093
6696	-7.4243895011
6697	-7.4246198525
6698	-7.4248501476
6699	-7.4250803871
6700	-7.42531057
6701	-7.4255406966
6702	-7.4257707675
6703	-7.4260007822
6704	-7.426230741
6705	-7.4264606442
6706	-7.4266904917
6707	-7.4269202831
6708	-7.4271500196
6709	-7.4273797
6710	-7.4276093253
6711	-7.427838895
6712	-7.4280684093
6713	-7.4282978685
6714	-7.4285272723
6715	-7.4287566214
6716	-7.4289859149
6717	-7.4292151543
6718	-7.4294443377
6719	-7.4296734671
6720	-7.4299025416
6721	-7.4301315613
6722	-7.4303605263
6723	-7.430589437
6724	-7.430818293
6725	-7.4310470948
6726	-7.4312758423
6727	-7.4315045352
6728	-7.4317331742
6729	-7.431961759
6730	-7.4321902897
6731	-7.4324187662
6732	-7.4326471893
6733	-7.4328755581
6734	-7.4331038734
6735	-7.4333321346
6736	-7.4335603429
6737	-7.4337884967
6738	-7.4340165974
6739	-7.4342446449
6740	-7.4344726387
6741	-7.4347005791
6742	-7.4349284666
6743	-7.435156301
6744	-7.4353840821
6745	-7.43561181
6746	-7.4358394855
6747	-7.4360671074
6748	-7.4362946769
6749	-7.4365221937
6750	-7.436749658
6751	-7.4369770689
6752	-7.437204428
6753	-7.4374317344
6754	-7.4376589886
6755	-7.43788619
6756	-7.4381133394
6757	-7.4383404365
6758	-7.4385674814
6759	-7.4387944745
6760	-7.4390214157
6761	-7.4392483046
6762	-7.4394751419
6763	-7.4397019273
6764	-7.4399286609
6765	-7.4401553425
6766	-7.4403819728
6767	-7.440608552
6768	-7.4408350791
6769	-7.4410615549
6770	-7.4412879796
6771	-7.441514353
6772	-7.4417406752
6773	-7.4419669461
6774	-7.4421931661
6775	-7.4424193351
6776	-7.442645453
6777	-7.4428715202
6778	-7.4430975365
6779	-7.4433235017
6780	-7.443549417
6781	-7.4437752814
6782	-7.4440010954
6783	-7.4442268586
6784	-7.4444525716
6785	-7.4446782344
6786	-7.4449038465
6787	-7.4451294086
6788	-7.4453549204
6789	-7.4455803824
6790	-7.4458057947
6791	-7.4460311563
6792	-7.4462564682
6793	-7.4464817309
6794	-7.4467069432
6795	-7.4469321058
6796	-7.4471572193
6797	-7.447382283
6798	-7.4476072971
6799	-7.4478322615
6800	-7.4480571772
6801	-7.4482820431
6802	-7.44850686
6803	-7.4487316278
6804	-7.4489563465
6805	-7.449181016
6806	-7.4494056365
6807	-7.4496302082
6808	-7.4498547311
6809	-7.4500792055
6810	-7.4503036305
6811	-7.4505280073
6812	-7.4507523354
6813	-7.4509766149
6814	-7.4512008458
6815	-7.4514250283
6816	-7.4516491631
6817	-7.4518732492
6818	-7.4520972869
6819	-7.4523212764
6820	-7.4525452182
6821	-7.4527691118
6822	-7.4529929576
6823	-7.4532167551
6824	-7.4534405054
6825	-7.4536642076
6826	-7.453887862
6827	-7.4541114687
6828	-7.454335028
6829	-7.4545585399
6830	-7.4547820043
6831	-7.455005421
6832	-7.4552287904
6833	-7.4554521127
6834	-7.4556753879
6835	-7.4558986162
6836	-7.4561217968
6837	-7.4563449305
6838	-7.4565680174
6839	-7.4567910575
6840	-7.4570140505
6841	-7.4572369968
6842	-7.4574598968
6843	-7.4576827493
6844	-7.4579055557
6845	-7.4581283156
6846	-7.4583510294
6847	-7.4585736959
6848	-7.4587963167
6849	-7.4590188914
6850	-7.459241419
6851	-7.4594639008
6852	-7.4596863373
6853	-7.4599087267
6854	-7.4601310703
6855	-7.4603533683
6856	-7.4605756205
6857	-7.4607978266
6858	-7.4610199872
6859	-7.4612421019
6860	-7.4614641712
6861	-7.461686195
6862	-7.4619081728
6863	-7.4621301052
6864	-7.4623519927
6865	-7.4625738345
6866	-7.4627956311
6867	-7.4630173828
6868	-7.4632390889
6869	-7.4634607503
6870	-7.4636823663
6871	-7.4639039377
6872	-7.4641254636
6873	-7.4643469455
6874	-7.4645683818
6875	-7.4647897741
6876	-7.465011121
6877	-7.4652324235
6878	-7.4654536815
6879	-7.4656748952
6880	-7.4658960641
6881	-7.4661171884
6882	-7.4663382688
6883	-7.4665593046
6884	-7.4667802965
6885	-7.4670012441
6886	-7.4672221477
6887	-7.4674430072
6888	-7.4676638226
6889	-7.4678845944
6890	-7.4681053217
6891	-7.4683260058
6892	-7.4685466459
6893	-7.4687672421
6894	-7.4689877952
6895	-7.4692083042
6896	-7.4694287698
6897	-7.4696491923
6898	-7.469869571
6899	-7.4700899064
6900	-7.4703101983
6901	-7.4705304473
6902	-7.470750653
6903	-7.4709708155
6904	-7.471190935
6905	-7.4714110112
6906	-7.4716310447
6907	-7.4718510351
6908	-7.4720709829
6909	-7.4722908873
6910	-7.4725107497
6911	-7.472730569
6912	-7.4729503456
6913	-7.4731700797
6914	-7.4733897714
6915	-7.4736094202
6916	-7.4738290266
6917	-7.4740485915
6918	-7.474268113
6919	-7.474487593
6920	-7.4747070308
6921	-7.474926426
6922	-7.4751457796
6923	-7.4753650908
6924	-7.47558436
6925	-7.4758035875
6926	-7.4760227731
6927	-7.4762419166
6928	-7.4764610186
6929	-7.4766800786
6930	-7.4768990975
6931	-7.4771180742
6932	-7.4773370096
6933	-7.4775559035
6934	-7.4777747558
6935	-7.4779935666
6936	-7.4782123367
6937	-7.478431065
6938	-7.4786497522
6939	-7.4788683979
6940	-7.4790870029
6941	-7.4793055665
6942	-7.4795240895
6943	-7.4797425713
6944	-7.4799610121
6945	-7.4801794118
6946	-7.4803977707
6947	-7.480616089
6948	-7.4808343669
6949	-7.4810526037
6950	-7.4812708002
6951	-7.4814889559
6952	-7.4817070712
6953	-7.4819251463
6954	-7.4821431805
6955	-7.4823611745
6956	-7.4825791281
6957	-7.4827970416
6958	-7.4830149149
6959	-7.4832327484
6960	-7.4834505412
6961	-7.4836682947
6962	-7.4838860075
6963	-7.4841036804
6964	-7.4843213138
6965	-7.4845389071
6966	-7.4847564609
6967	-7.4849739744
6968	-7.4851914485
6969	-7.485408883
6970	-7.4856262777
6971	-7.4858436332
6972	-7.4860609488
6973	-7.486278225
6974	-7.4864954621
6975	-7.4867126597
6976	-7.4869298178
6977	-7.4871469371
6978	-7.4873640171
6979	-7.4875810577
6980	-7.4877980592
6981	-7.4880150217
6982	-7.4882319455
6983	-7.4884488298
6984	-7.4886656757
6985	-7.4888824825
6986	-7.4890992503
6987	-7.4893159799
6988	-7.4895326703
6989	-7.4897493221
6990	-7.4899659357
6991	-7.4901825105
6992	-7.4903990463
6993	-7.4906155441
6994	-7.4908320034
6995	-7.4910484243
6996	-7.4912648069
6997	-7.4914811511
6998	-7.4916974573
6999	-7.4919137251
7000	-7.4921299546
7001	-7.4923461461
7002	-7.4925623003
7003	-7.4927784158
7004	-7.4929944932
7005	-7.4932105327
7006	-7.4934265351
7007	-7.4936424988
7008	-7.4938584249
7009	-7.4940743133
7010	-7.4942901647
7011	-7.4945059776
7012	-7.4947217533
7013	-7.4949374914
7014	-7.4951531922
7015	-7.4953688558
7016	-7.4955844813
7017	-7.4958000695
7018	-7.4960156207
7019	-7.4962311347
7020	-7.4964466118
7021	-7.4966620509
7022	-7.4968774533
7023	-7.4970928183
7024	-7.4973081469
7025	-7.497523438
7026	-7.4977386924
7027	-7.4979539096
7028	-7.4981690904
7029	-7.4983842337
7030	-7.4985993407
7031	-7.4988144107
7032	-7.4990294445
7033	-7.4992444411
7034	-7.4994594016
7035	-7.4996743253
7036	-7.4998892125
7037	-7.5001040633
7038	-7.5003188774
7039	-7.5005336553
7040	-7.5007483971
7041	-7.5009631028
7042	-7.5011777714
7043	-7.5013924043
7044	-7.5016070009
7045	-7.5018215616
7046	-7.5020360867
7047	-7.5022505752
7048	-7.5024650275
7049	-7.5026794444
7050	-7.502893825
7051	-7.50310817
7052	-7.5033224787
7053	-7.5035367525
7054	-7.5037509894
7055	-7.5039651918
7056	-7.5041793577
7057	-7.5043934888
7058	-7.5046075835
7059	-7.5048216432
7060	-7.5050356673
7061	-7.5052496559
7062	-7.5054636089
7063	-7.5056775269
7064	-7.5058914094
7065	-7.5061052565
7066	-7.5063190686
7067	-7.5065328456
7068	-7.5067465874
7069	-7.5069602937
7070	-7.5071739655
7071	-7.507387602
7072	-7.5076012038
7073	-7.50781477
7074	-7.5080283019
7075	-7.5082417986
7076	-7.5084552607
7077	-7.5086686878
7078	-7.5088820804
7079	-7.5090954379
7080	-7.5093087611
7081	-7.5095220499
7082	-7.5097353035
7083	-7.5099485234
7084	-7.510161708
7085	-7.5103748587
7086	-7.5105879746
7087	-7.510801056
7088	-7.5110141035
7089	-7.5112271163
7090	-7.5114400949
7091	-7.5116530394
7092	-7.5118659498
7093	-7.5120788261
7094	-7.5122916676
7095	-7.5125044757
7096	-7.5127172495
7097	-7.5129299896
7098	-7.5131426957
7099	-7.5133553673
7100	-7.5135680055
7101	-7.5137806102
7102	-7.5139931806
7103	-7.5142057175
7104	-7.5144182203
7105	-7.5146306897
7106	-7.5148431253
7107	-7.515055527
7108	-7.5152678958
7109	-7.5154802306
7110	-7.5156925323
7111	-7.5159048003
7112	-7.5161170348
7113	-7.5163292359
7114	-7.5165414041
7115	-7.5167535384
7116	-7.5169656397
7117	-7.5171777077
7118	-7.5173897427
7119	-7.5176017441
7120	-7.5178137125
7121	-7.5180256479
7122	-7.5182375502
7123	-7.5184494196
7124	-7.5186612557
7125	-7.5188730589
7126	-7.5190848295
7127	-7.5192965669
7128	-7.5195082714
7129	-7.5197199439
7130	-7.5199315827
7131	-7.520143189
7132	-7.5203547625
7133	-7.5205663035
7134	-7.5207778119
7135	-7.5209892877
7136	-7.5212007315
7137	-7.5214121419
7138	-7.5216235202
7139	-7.521834866
7140	-7.5220461796
7141	-7.5222574602
7142	-7.5224687092
7143	-7.5226799255
7144	-7.5228911094
7145	-7.5231022612
7146	-7.5233133813
7147	-7.5235244684
7148	-7.5237355239
7149	-7.523946547
7150	-7.5241575383
7151	-7.5243684974
7152	-7.524579424
7153	-7.5247903192
7154	-7.5250011819
7155	-7.5252120135
7156	-7.5254228126
7157	-7.5256335802
7158	-7.5258443158
7159	-7.5260550193
7160	-7.526265692
7161	-7.5264763324
7162	-7.5266869411
7163	-7.5268975184
7164	-7.527108064
7165	-7.5273185782
7166	-7.5275290603
7167	-7.5277395112
7168	-7.5279499311
7169	-7.5281603188
7170	-7.528370676
7171	-7.5285810007
7172	-7.5287912951
7173	-7.5290015575
7174	-7.5292117892
7175	-7.5294219889
7176	-7.529632158
7177	-7.5298422957
7178	-7.5300524022
7179	-7.5302624775
7180	-7.5304725218
7181	-7.5306825347
7182	-7.5308925174
7183	-7.5311024683
7184	-7.5313123883
7185	-7.531522278
7186	-7.531732136
7187	-7.5319419633
7188	-7.5321517602
7189	-7.5323615262
7190	-7.5325712615
7191	-7.5327809656
7192	-7.532990639
7193	-7.5332002819
7194	-7.5334098942
7195	-7.5336194757
7196	-7.5338290274
7197	-7.5340385476
7198	-7.5342480376
7199	-7.5344574973
7200	-7.5346669263
7201	-7.5348763248
7202	-7.535085693
7203	-7.5352950305
7204	-7.5355043385
7205	-7.5357136147
7206	-7.5359228619
7207	-7.5361320782
7208	-7.5363412648
7209	-7.5365504207
7210	-7.5367595464
7211	-7.5369686423
7212	-7.537177708
7213	-7.5373867435
7214	-7.5375957487
7215	-7.537804724
7216	-7.5380136697
7217	-7.538222585
7218	-7.5384314702
7219	-7.5386403263
7220	-7.5388491518
7221	-7.5390579474
7222	-7.5392667134
7223	-7.5394754494
7224	-7.5396841556
7225	-7.5398928323
7226	-7.5401014792
7227	-7.5403100964
7228	-7.5405186837
7229	-7.5407272419
7230	-7.5409357703
7231	-7.5411442693
7232	-7.5413527383
7233	-7.5415611778
7234	-7.541769588
7235	-7.5419779689
7236	-7.54218632
7237	-7.5423946414
7238	-7.5426029341
7239	-7.5428111968
7240	-7.543019431
7241	-7.543227635
7242	-7.54343581
7243	-7.5436439559
7244	-7.5438520722
7245	-7.5440601602
7246	-7.5442682182
7247	-7.5444762471
7248	-7.5446842468
7249	-7.544892218
7250	-7.5451001598
7251	-7.5453080722
7252	-7.5455159558
7253	-7.5457238107
7254	-7.5459316365
7255	-7.5461394335
7256	-7.546347201
7257	-7.5465549402
7258	-7.5467626502
7259	-7.5469703317
7260	-7.5471779839
7261	-7.5473856074
7262	-7.5475932025
7263	-7.5478007685
7264	-7.548008306
7265	-7.5482158149
7266	-7.5484232947
7267	-7.5486307462
7268	-7.548838169
7269	-7.5490455635
7270	-7.5492529291
7271	-7.5494602657
7272	-7.5496675747
7273	-7.549874855
7274	-7.5500821063
7275	-7.5502893296
7276	-7.5504965244
7277	-7.5507036905
7278	-7.5509108286
7279	-7.5511179383
7280	-7.5513250197
7281	-7.5515320725
7282	-7.5517390972
7283	-7.5519460939
7284	-7.552153062
7285	-7.5523600018
7286	-7.5525669139
7287	-7.5527737975
7288	-7.5529806528
7289	-7.5531874804
7290	-7.55339428
7291	-7.5536010514
7292	-7.5538077947
7293	-7.5540145096
7294	-7.5542211967
7295	-7.5544278563
7296	-7.5546344876
7297	-7.554841091
7298	-7.5550476661
7299	-7.5552542142
7300	-7.5554607338
7301	-7.5556672256
7302	-7.5558736896
7303	-7.5560801262
7304	-7.5562865344
7305	-7.5564929152
7306	-7.5566992681
7307	-7.5569055935
7308	-7.5571118909
7309	-7.5573181605
7310	-7.5575244031
7311	-7.557730618
7312	-7.5579368049
7313	-7.5581429645
7314	-7.5583490964
7315	-7.5585552006
7316	-7.5587612776
7317	-7.5589673268
7318	-7.5591733489
7319	-7.5593793431
7320	-7.5595853102
7321	-7.55979125
7322	-7.5599971623
7323	-7.5602030471
7324	-7.5604089049
7325	-7.5606147352
7326	-7.5608205378
7327	-7.5610263135
7328	-7.5612320618
7329	-7.5614377833
7330	-7.5616434773
7331	-7.5618491439
7332	-7.5620547831
7333	-7.5622603957
7334	-7.5624659807
7335	-7.5626715386
7336	-7.56287707
7337	-7.5630825734
7338	-7.5632880505
7339	-7.5634934999
7340	-7.5636989231
7341	-7.5639043184
7342	-7.564109687
7343	-7.564315029
7344	-7.5645203441
7345	-7.5647256317
7346	-7.5649308928
7347	-7.5651361265
7348	-7.5653413341
7349	-7.5655465146
7350	-7.5657516681
7351	-7.5659567947
7352	-7.5661618945
7353	-7.5663669679
7354	-7.5665720143
7355	-7.5667770341
7356	-7.5669820271
7357	-7.5671869934
7358	-7.5673919329
7359	-7.5675968458
7360	-7.567801732
7361	-7.5680065917
7362	-7.5682114244
7363	-7.5684162316
7364	-7.5686210106
7365	-7.5688257643
7366	-7.5690304911
7367	-7.5692351912
7368	-7.569439865
7369	-7.5696445117
7370	-7.5698491329
7371	-7.5700537267
7372	-7.5702582947
7373	-7.5704628361
7374	-7.5706673511
7375	-7.5708718399
7376	-7.5710763021
7377	-7.5712807377
7378	-7.5714851475
7379	-7.5716895307
7380	-7.5718938876
7381	-7.5720982182
7382	-7.5723025228
7383	-7.5725068005
7384	-7.572711053
7385	-7.5729152786
7386	-7.5731194783
7387	-7.5733236515
7388	-7.5735277985
7389	-7.5737319196
7390	-7.5739360145
7391	-7.5741400831
7392	-7.5743441258
7393	-7.5745481426
7394	-7.5747521328
7395	-7.5749560971
7396	-7.5751600354
7397	-7.5753639478
7398	-7.5755678341
7399	-7.5757716945
7400	-7.5759755292
7401	-7.5761793371
7402	-7.5763831196
7403	-7.5765868763
7404	-7.5767906069
7405	-7.5769943115
7406	-7.5771979899
7407	-7.5774016433
7408	-7.5776052703
7409	-7.5778088713
7410	-7.5780124472
7411	-7.5782159962
7412	-7.5784195205
7413	-7.5786230183
7414	-7.578826491
