iteration	\log_{10}(R_{\rho})
2743	-5.5762686214
2744	-5.5764202647
2745	-5.5765718805
2746	-5.576723469
2747	-5.5768750299
2748	-5.5770265634
2749	-5.5771780695
2750	-5.577329548
2751	-5.5774809992
2752	-5.577632423
2753	-5.5777838195
2754	-5.5779351887
2755	-5.5780865308
2756	-5.5782378458
2757	-5.5783891338
2758	-5.5785403949
2759	-5.5786916292
2760	-5.5788428369
2761	-5.578994018
2762	-5.5791451728
2763	-5.5792963012
2764	-5.5794474034
2765	-5.5795984795
2766	-5.5797495296
2767	-5.5799005537
2768	-5.580051552
2769	-5.5802025245
2770	-5.5803534713
2771	-5.5805043923
2772	-5.5806552877
2773	-5.5808061574
2774	-5.5809570014
2775	-5.5811078197
2776	-5.5812586124
2777	-5.5814093794
2778	-5.5815601207
2779	-5.5817108362
2780	-5.581861526
2781	-5.5820121899
2782	-5.582162828
2783	-5.5823134403
2784	-5.5824640268
2785	-5.5826145874
2786	-5.5827651221
2787	-5.582915631
2788	-5.5830661141
2789	-5.5832165714
2790	-5.583367003
2791	-5.5835174089
2792	-5.5836677892
2793	-5.5838181439
2794	-5.5839684731
2795	-5.584118777
2796	-5.5842690556
2797	-5.584419309
2798	-5.5845695372
2799	-5.5847197405
2800	-5.5848699189
2801	-5.5850200724
2802	-5.5851702012
2803	-5.5853203054
2804	-5.585470385
2805	-5.5856204401
2806	-5.5857704708
2807	-5.585920477
2808	-5.586070459
2809	-5.5862204166
2810	-5.5863703499
2811	-5.5865202589
2812	-5.5866701437
2813	-5.5868200042
2814	-5.5869698404
2815	-5.5871196523
2816	-5.5872694399
2817	-5.5874192033
2818	-5.5875689423
2819	-5.5877186569
2820	-5.5878683472
2821	-5.5880180132
2822	-5.5881676547
2823	-5.588317272
2824	-5.5884668649
2825	-5.5886164334
2826	-5.5887659777
2827	-5.5889154978
2828	-5.5890649936
2829	-5.5892144652
2830	-5.5893639128
2831	-5.5895133363
2832	-5.5896627358
2833	-5.5898121114
2834	-5.5899614633
2835	-5.5901107913
2836	-5.5902600958
2837	-5.5904093766
2838	-5.590558634
2839	-5.590707868
2840	-5.5908570786
2841	-5.5910062659
2842	-5.59115543
2843	-5.591304571
2844	-5.5914536889
2845	-5.5916027837
2846	-5.5917518555
2847	-5.5919009043
2848	-5.5920499301
2849	-5.5921989329
2850	-5.5923479129
2851	-5.5924968698
2852	-5.5926458038
2853	-5.5927947149
2854	-5.592943603
2855	-5.5930924682
2856	-5.5932413104
2857	-5.5933901296
2858	-5.5935389259
2859	-5.5936876992
2860	-5.5938364496
2861	-5.593985177
2862	-5.5941338815
2863	-5.5942825631
2864	-5.5944312218
2865	-5.5945798576
2866	-5.5947284707
2867	-5.594877061
2868	-5.5950256286
2869	-5.5951741736
2870	-5.595322696
2871	-5.5954711959
2872	-5.5956196734
2873	-5.5957681284
2874	-5.5959165612
2875	-5.5960649717
2876	-5.5962133601
2877	-5.5963617264
2878	-5.5965100706
2879	-5.5966583928
2880	-5.5968066931
2881	-5.5969549715
2882	-5.5971032281
2883	-5.5972514628
2884	-5.5973996758
2885	-5.5975478671
2886	-5.5976960366
2887	-5.5978441844
2888	-5.5979923105
2889	-5.5981404149
2890	-5.5982884977
2891	-5.5984365587
2892	-5.5985845981
2893	-5.5987326158
2894	-5.5988806118
2895	-5.5990285861
2896	-5.5991765388
2897	-5.5993244698
2898	-5.5994723792
2899	-5.5996202669
2900	-5.599768133
2901	-5.5999159776
2902	-5.6000638005
2903	-5.600211602
2904	-5.600359382
2905	-5.6005071405
2906	-5.6006548776
2907	-5.6008025934
2908	-5.6009502879
2909	-5.6010979612
2910	-5.6012456133
2911	-5.6013932443
2912	-5.6015408542
2913	-5.6016884431
2914	-5.6018360111
2915	-5.6019835583
2916	-5.6021310846
2917	-5.6022785901
2918	-5.6024260749
2919	-5.602573539
2920	-5.6027209824
2921	-5.6028684052
2922	-5.6030158074
2923	-5.6031631891
2924	-5.6033105501
2925	-5.6034578907
2926	-5.6036052107
2927	-5.6037525103
2928	-5.6038997893
2929	-5.6040470478
2930	-5.6041942858
2931	-5.6043415034
2932	-5.6044887004
2933	-5.604635877
2934	-5.6047830331
2935	-5.6049301688
2936	-5.605077284
2937	-5.6052243789
2938	-5.6053714533
2939	-5.6055185074
2940	-5.6056655411
2941	-5.6058125545
2942	-5.6059595476
2943	-5.6061065205
2944	-5.6062534733
2945	-5.6064004058
2946	-5.6065473183
2947	-5.6066942108
2948	-5.6068410832
2949	-5.6069879357
2950	-5.6071347683
2951	-5.6072815811
2952	-5.607428374
2953	-5.6075751473
2954	-5.6077219008
2955	-5.6078686347
2956	-5.6080153489
2957	-5.6081620436
2958	-5.6083087187
2959	-5.6084553742
2960	-5.6086020103
2961	-5.6087486269
2962	-5.6088952241
2963	-5.6090418018
2964	-5.6091883601
2965	-5.6093348989
2966	-5.6094814184
2967	-5.6096279184
2968	-5.6097743991
2969	-5.6099208604
2970	-5.6100673023
2971	-5.6102137249
2972	-5.6103601281
2973	-5.610506512
2974	-5.6106528765
2975	-5.6107992218
2976	-5.6109455478
2977	-5.6110918545
2978	-5.611238142
2979	-5.6113844103
2980	-5.6115306595
2981	-5.6116768895
2982	-5.6118231005
2983	-5.6119692924
2984	-5.6121154653
2985	-5.6122616192
2986	-5.6124077543
2987	-5.6125538704
2988	-5.6126999678
2989	-5.6128460464
2990	-5.6129921062
2991	-5.6131381473
2992	-5.6132841698
2993	-5.6134301736
2994	-5.6135761588
2995	-5.6137221255
2996	-5.6138680736
2997	-5.6140140033
2998	-5.6141599144
2999	-5.6143058071
3000	-5.6144516813
3001	-5.6145975371
3002	-5.6147433745
3003	-5.6148891935
3004	-5.6150349941
3005	-5.6151807763
3006	-5.6153265401
3007	-5.6154722856
3008	-5.6156180127
3009	-5.6157637214
3010	-5.6159094119
3011	-5.616055084
3012	-5.6162007378
3013	-5.6163463734
3014	-5.6164919907
3015	-5.6166375898
3016	-5.6167831706
3017	-5.6169287334
3018	-5.6170742779
3019	-5.6172198043
3020	-5.6173653127
3021	-5.6175108031
3022	-5.6176562754
3023	-5.6178017297
3024	-5.6179471662
3025	-5.6180925847
3026	-5.6182379854
3027	-5.6183833683
3028	-5.6185287333
3029	-5.6186740807
3030	-5.6188194103
3031	-5.6189647223
3032	-5.6191100166
3033	-5.6192552932
3034	-5.6194005523
3035	-5.6195457938
3036	-5.6196910177
3037	-5.6198362241
3038	-5.619981413
3039	-5.6201265844
3040	-5.6202717382
3041	-5.6204168746
3042	-5.6205619935
3043	-5.620707095
3044	-5.620852179
3045	-5.6209972455
3046	-5.6211422947
3047	-5.6212873264
3048	-5.6214323407
3049	-5.6215773377
3050	-5.6217223173
3051	-5.6218672795
3052	-5.6220122244
3053	-5.622157152
3054	-5.6223020624
3055	-5.6224469555
3056	-5.6225918313
3057	-5.62273669
3058	-5.6228815315
3059	-5.6230263559
3060	-5.6231711631
3061	-5.6233159533
3062	-5.6234607265
3063	-5.6236054827
3064	-5.6237502219
3065	-5.6238949441
3066	-5.6240396495
3067	-5.6241843379
3068	-5.6243290096
3069	-5.6244736643
3070	-5.6246183023
3071	-5.6247629236
3072	-5.624907528
3073	-5.6250521158
3074	-5.6251966868
3075	-5.6253412411
3076	-5.6254857787
3077	-5.6256302997
3078	-5.625774804
3079	-5.6259192917
3080	-5.6260637627
3081	-5.6262082171
3082	-5.6263526549
3083	-5.6264970761
3084	-5.6266414807
3085	-5.6267858688
3086	-5.6269302403
3087	-5.6270745952
3088	-5.6272189337
3089	-5.6273632556
3090	-5.627507561
3091	-5.62765185
3092	-5.6277961225
3093	-5.6279403786
3094	-5.6280846183
3095	-5.6282288416
3096	-5.6283730486
3097	-5.6285172393
3098	-5.6286614137
3099	-5.6288055718
3100	-5.6289497137
3101	-5.6290938394
3102	-5.6292379489
3103	-5.6293820423
3104	-5.6295261196
3105	-5.6296701807
3106	-5.6298142258
3107	-5.6299582548
3108	-5.6301022678
3109	-5.6302462649
3110	-5.6303902459
3111	-5.6305342109
3112	-5.63067816
3113	-5.6308220931
3114	-5.6309660104
3115	-5.6311099117
3116	-5.6312537971
3117	-5.6313976666
3118	-5.6315415203
3119	-5.6316853581
3120	-5.63182918
3121	-5.6319729861
3122	-5.6321167763
3123	-5.6322605508
3124	-5.6324043094
3125	-5.6325480523
3126	-5.6326917794
3127	-5.6328354907
3128	-5.6329791863
3129	-5.6331228662
3130	-5.6332665304
3131	-5.6334101789
3132	-5.6335538118
3133	-5.633697429
3134	-5.6338410306
3135	-5.6339846167
3136	-5.6341281871
3137	-5.6342717421
3138	-5.6344152815
3139	-5.6345588055
3140	-5.634702314
3141	-5.634845807
3142	-5.6349892847
3143	-5.6351327469
3144	-5.6352761938
3145	-5.6354196253
3146	-5.6355630415
3147	-5.6357064423
3148	-5.6358498279
3149	-5.6359931982
3150	-5.6361365532
3151	-5.636279893
3152	-5.6364232175
3153	-5.6365665267
3154	-5.6367098208
3155	-5.6368530997
3156	-5.6369963633
3157	-5.6371396118
3158	-5.6372828451
3159	-5.6374260632
3160	-5.6375692662
3161	-5.637712454
3162	-5.6378556267
3163	-5.6379987843
3164	-5.6381419269
3165	-5.6382850543
3166	-5.6384281667
3167	-5.638571264
3168	-5.6387143463
3169	-5.6388574135
3170	-5.6390004658
3171	-5.6391435031
3172	-5.6392865255
3173	-5.6394295329
3174	-5.6395725254
3175	-5.6397155031
3176	-5.6398584659
3177	-5.6400014138
3178	-5.6401443469
3179	-5.6402872652
3180	-5.6404301687
3181	-5.6405730575
3182	-5.6407159314
3183	-5.6408587907
3184	-5.6410016353
3185	-5.6411444651
3186	-5.6412872803
3187	-5.6414300808
3188	-5.6415728666
3189	-5.6417156378
3190	-5.6418583943
3191	-5.6420011363
3192	-5.6421438636
3193	-5.6422865763
3194	-5.6424292744
3195	-5.6425719579
3196	-5.6427146269
3197	-5.6428572813
3198	-5.6429999212
3199	-5.6431425465
3200	-5.6432851573
3201	-5.6434277536
3202	-5.6435703354
3203	-5.6437129027
3204	-5.6438554555
3205	-5.6439979939
3206	-5.6441405178
3207	-5.6442830273
3208	-5.6444255225
3209	-5.6445680032
3210	-5.6447104695
3211	-5.6448529216
3212	-5.6449953592
3213	-5.6451377826
3214	-5.6452801917
3215	-5.6454225865
3216	-5.645564967
3217	-5.6457073333
3218	-5.6458496853
3219	-5.6459920232
3220	-5.6461343468
3221	-5.6462766563
3222	-5.6464189516
3223	-5.6465612327
3224	-5.6467034997
3225	-5.6468457526
3226	-5.6469879914
3227	-5.647130216
3228	-5.6472724266
3229	-5.647414623
3230	-5.6475568054
3231	-5.6476989737
3232	-5.647841128
3233	-5.6479832682
3234	-5.6481253944
3235	-5.6482675066
3236	-5.6484096047
3237	-5.6485516888
3238	-5.6486937589
3239	-5.6488358151
3240	-5.6489778573
3241	-5.6491198855
3242	-5.6492618998
3243	-5.6494039001
3244	-5.6495458865
3245	-5.649687859
3246	-5.6498298177
3247	-5.6499717624
3248	-5.6501136933
3249	-5.6502556104
3250	-5.6503975136
3251	-5.650539403
3252	-5.6506812786
3253	-5.6508231404
3254	-5.6509649885
3255	-5.6511068228
3256	-5.6512486434
3257	-5.6513904502
3258	-5.6515322434
3259	-5.6516740228
3260	-5.6518157885
3261	-5.6519575406
3262	-5.652099279
3263	-5.6522410038
3264	-5.6523827149
3265	-5.6525244123
3266	-5.6526660962
3267	-5.6528077664
3268	-5.652949423
3269	-5.653091066
3270	-5.6532326955
3271	-5.6533743113
3272	-5.6535159136
3273	-5.6536575023
3274	-5.6537990774
3275	-5.653940639
3276	-5.6540821871
3277	-5.6542237216
3278	-5.6543652426
3279	-5.6545067501
3280	-5.6546482442
3281	-5.6547897247
3282	-5.6549311918
3283	-5.6550726454
3284	-5.6552140856
3285	-5.6553555123
3286	-5.6554969256
3287	-5.6556383255
3288	-5.6557797121
3289	-5.6559210852
3290	-5.656062445
3291	-5.6562037914
3292	-5.6563451245
3293	-5.6564864442
3294	-5.6566277507
3295	-5.6567690438
3296	-5.6569103236
3297	-5.6570515902
3298	-5.6571928434
3299	-5.6573340834
3300	-5.6574753102
3301	-5.6576165237
3302	-5.6577577239
3303	-5.6578989109
3304	-5.6580400847
3305	-5.6581812453
3306	-5.6583223927
3307	-5.6584635269
3308	-5.6586046479
3309	-5.6587457557
3310	-5.6588868503
3311	-5.6590279317
3312	-5.659169
3313	-5.6593100551
3314	-5.6594510971
3315	-5.6595921259
3316	-5.6597331417
3317	-5.6598741443
3318	-5.6600151337
3319	-5.6601561101
3320	-5.6602970734
3321	-5.6604380237
3322	-5.6605789608
3323	-5.6607198849
3324	-5.6608607959
3325	-5.6610016939
3326	-5.6611425789
3327	-5.6612834509
3328	-5.6614243098
3329	-5.6615651558
3330	-5.6617059888
3331	-5.6618468088
3332	-5.6619876158
3333	-5.6621284099
3334	-5.662269191
3335	-5.6624099592
3336	-5.6625507145
3337	-5.6626914568
3338	-5.6628321862
3339	-5.6629729028
3340	-5.6631136064
3341	-5.6632542971
3342	-5.6633949749
3343	-5.6635356399
3344	-5.6636762919
3345	-5.6638169311
3346	-5.6639575575
3347	-5.6640981709
3348	-5.6642387716
3349	-5.6643793594
3350	-5.6645199343
3351	-5.6646604964
3352	-5.6648010457
3353	-5.6649415822
3354	-5.6650821058
3355	-5.6652226167
3356	-5.6653631147
3357	-5.6655036
3358	-5.6656440725
3359	-5.6657845322
3360	-5.6659249792
3361	-5.6660654134
3362	-5.6662058348
3363	-5.6663462436
3364	-5.6664866396
3365	-5.6666270228
3366	-5.6667673934
3367	-5.6669077512
3368	-5.6670480964
3369	-5.6671884289
3370	-5.6673287487
3371	-5.6674690558
3372	-5.6676093502
3373	-5.667749632
3374	-5.6678899012
3375	-5.6680301576
3376	-5.6681704015
3377	-5.6683106327
3378	-5.6684508513
3379	-5.6685910572
3380	-5.6687312505
3381	-5.6688714313
3382	-5.6690115994
3383	-5.6691517548
3384	-5.6692918977
3385	-5.669432028
3386	-5.6695721457
3387	-5.6697122508
3388	-5.6698523434
3389	-5.6699924233
3390	-5.6701324907
3391	-5.6702725455
3392	-5.6704125877
3393	-5.6705526174
3394	-5.6706926346
3395	-5.6708326392
3396	-5.6709726312
3397	-5.6711126108
3398	-5.6712525778
3399	-5.6713925323
3400	-5.6715324742
3401	-5.6716724037
3402	-5.6718123207
3403	-5.6719522252
3404	-5.6720921171
3405	-5.6722319966
3406	-5.6723718637
3407	-5.6725117182
3408	-5.6726515603
3409	-5.67279139
3410	-5.6729312072
3411	-5.6730710119
3412	-5.6732108042
3413	-5.6733505841
3414	-5.6734903515
3415	-5.6736301065
3416	-5.673769849
3417	-5.6739095791
3418	-5.6740492968
3419	-5.6741890021
3420	-5.674328695
3421	-5.6744683755
3422	-5.6746080435
3423	-5.6747476992
3424	-5.6748873424
3425	-5.6750269732
3426	-5.6751665917
3427	-5.6753061978
3428	-5.6754457914
3429	-5.6755853727
3430	-5.6757249416
3431	-5.6758644981
3432	-5.6760040423
3433	-5.6761435741
3434	-5.6762830935
3435	-5.6764226006
3436	-5.6765620953
3437	-5.6767015776
3438	-5.6768410476
3439	-5.6769805053
3440	-5.6771199506
3441	-5.6772593837
3442	-5.6773988043
3443	-5.6775382127
3444	-5.6776776087
3445	-5.6778169924
3446	-5.6779563638
3447	-5.6780957229
3448	-5.6782350697
3449	-5.6783744041
3450	-5.6785137263
3451	-5.6786530362
3452	-5.6787923337
3453	-5.678931619
3454	-5.679070892
3455	-5.6792101527
3456	-5.6793494011
3457	-5.6794886372
3458	-5.6796278611
3459	-5.6797670726
3460	-5.6799062719
3461	-5.6800454589
3462	-5.6801846336
3463	-5.6803237961
3464	-5.6804629462
3465	-5.6806020841
3466	-5.6807412097
3467	-5.6808803231
3468	-5.6810194242
3469	-5.681158513
3470	-5.6812975896
3471	-5.6814366539
3472	-5.6815757059
3473	-5.6817147458
3474	-5.6818537733
3475	-5.6819927886
3476	-5.6821317917
3477	-5.6822707825
3478	-5.682409761
3479	-5.6825487274
3480	-5.6826876815
3481	-5.6828266233
3482	-5.682965553
3483	-5.6831044704
3484	-5.6832433755
3485	-5.6833822685
3486	-5.6835211492
3487	-5.6836600177
3488	-5.683798874
3489	-5.683937718
3490	-5.6840765499
3491	-5.6842153695
3492	-5.6843541769
3493	-5.6844929721
3494	-5.684631755
3495	-5.6847705258
3496	-5.6849092843
3497	-5.6850480306
3498	-5.6851867647
3499	-5.6853254866
3500	-5.6854641962
3501	-5.6856028937
3502	-5.6857415789
3503	-5.6858802519
3504	-5.6860189127
3505	-5.6861575613
3506	-5.6862961976
3507	-5.6864348218
3508	-5.6865734337
3509	-5.6867120334
3510	-5.686850621
3511	-5.6869891963
3512	-5.6871277594
3513	-5.6872663103
3514	-5.687404849
3515	-5.6875433754
3516	-5.6876818897
3517	-5.6878203918
3518	-5.6879588817
3519	-5.6880973593
3520	-5.6882358248
3521	-5.688374278
3522	-5.6885127191
3523	-5.688651148
3524	-5.6887895646
3525	-5.6889279691
3526	-5.6890663613
3527	-5.6892047413
3528	-5.6893431092
3529	-5.6894814648
3530	-5.6896198082
3531	-5.6897581394
3532	-5.6898964584
3533	-5.6900347652
3534	-5.6901730598
3535	-5.6903113422
3536	-5.6904496124
3537	-5.6905878703
3538	-5.690726116
3539	-5.6908643496
3540	-5.6910025709
3541	-5.6911407799
3542	-5.6912789768
3543	-5.6914171615
3544	-5.6915553339
3545	-5.6916934941
3546	-5.6918316421
3547	-5.6919697778
3548	-5.6921079014
3549	-5.6922460127
3550	-5.6923841118
3551	-5.6925221986
3552	-5.6926602733
3553	-5.6927983357
3554	-5.6929363859
3555	-5.6930744239
3556	-5.6932124496
3557	-5.6933504631
3558	-5.6934884644
3559	-5.6936264534
3560	-5.6937644302
3561	-5.6939023948
3562	-5.6940403471
3563	-5.6941782872
3564	-5.694316215
3565	-5.6944541306
3566	-5.694592034
3567	-5.6947299251
3568	-5.694867804
3569	-5.6950056706
3570	-5.695143525
3571	-5.6952813671
3572	-5.6954191969
3573	-5.6955570145
3574	-5.6956948198
3575	-5.6958326129
3576	-5.6959703937
3577	-5.6961081622
3578	-5.6962459185
3579	-5.6963836625
3580	-5.6965213942
3581	-5.6966591136
3582	-5.6967968208
3583	-5.6969345156
3584	-5.6970721982
3585	-5.6972098685
3586	-5.6973475265
3587	-5.6974851722
3588	-5.6976228057
3589	-5.6977604268
3590	-5.6978980356
3591	-5.6980356322
3592	-5.6981732164
3593	-5.6983107883
3594	-5.6984483479
3595	-5.6985858953
3596	-5.6987234303
3597	-5.698860953
3598	-5.6989984633
3599	-5.6991359614
3600	-5.6992734471
3601	-5.6994109205
3602	-5.6995483816
3603	-5.6996858304
3604	-5.6998232668
3605	-5.6999606909
3606	-5.7000981026
3607	-5.700235502
3608	-5.700372889
3609	-5.7005102637
3610	-5.7006476261
3611	-5.7007849761
3612	-5.7009223137
3613	-5.701059639
3614	-5.7011969518
3615	-5.7013342524
3616	-5.7014715405
3617	-5.7016088163
3618	-5.7017460797
3619	-5.7018833307
3620	-5.7020205693
3621	-5.7021577955
3622	-5.7022950093
3623	-5.7024322108
3624	-5.7025693998
3625	-5.7027065764
3626	-5.7028437406
3627	-5.7029808925
3628	-5.7031180318
3629	-5.7032551588
3630	-5.7033922734
3631	-5.7035293755
3632	-5.7036664652
3633	-5.7038035425
3634	-5.7039406073
3635	-5.7040776597
3636	-5.7042146996
3637	-5.7043517271
3638	-5.7044887422
3639	-5.7046257448
3640	-5.7047627349
3641	-5.7048997126
3642	-5.7050366778
3643	-5.7051736305
3644	-5.7053105708
3645	-5.7054474985
3646	-5.7055844138
3647	-5.7057213166
3648	-5.7058582069
3649	-5.7059950847
3650	-5.70613195
3651	-5.7062688028
3652	-5.7064056431
3653	-5.7065424709
3654	-5.7066792861
3655	-5.7068160888
3656	-5.706952879
3657	-5.7070896567
3658	-5.7072264218
3659	-5.7073631744
3660	-5.7074999144
3661	-5.7076366419
3662	-5.7077733568
3663	-5.7079100592
3664	-5.708046749
3665	-5.7081834262
3666	-5.7083200909
3667	-5.708456743
3668	-5.7085933825
3669	-5.7087300094
3670	-5.7088666237
3671	-5.7090032254
3672	-5.7091398145
3673	-5.709276391
3674	-5.7094129549
3675	-5.7095495062
3676	-5.7096860449
3677	-5.709822571
3678	-5.7099590844
3679	-5.7100955852
3680	-5.7102320733
3681	-5.7103685488
3682	-5.7105050116
3683	-5.7106414618
3684	-5.7107778994
3685	-5.7109143242
3686	-5.7110507364
3687	-5.7111871359
3688	-5.7113235228
3689	-5.7114598969
3690	-5.7115962584
3691	-5.7117326071
3692	-5.7118689432
3693	-5.7120052665
3694	-5.7121415771
3695	-5.712277875
3696	-5.7124141602
3697	-5.7125504327
3698	-5.7126866924
3699	-5.7128229394
3700	-5.7129591736
3701	-5.7130953951
3702	-5.7132316038
3703	-5.7133677998
3704	-5.713503983
3705	-5.7136401534
3706	-5.713776311
3707	-5.7139124559
3708	-5.714048588
3709	-5.7141847073
3710	-5.7143208137
3711	-5.7144569074
3712	-5.7145929883
3713	-5.7147290563
3714	-5.7148651116
3715	-5.715001154
3716	-5.7151371835
3717	-5.7152732002
3718	-5.7154092041
3719	-5.7155451952
3720	-5.7156811733
3721	-5.7158171386
3722	-5.7159530911
3723	-5.7160890306
3724	-5.7162249573
3725	-5.7163608711
3726	-5.716496772
3727	-5.71663266
3728	-5.7167685351
3729	-5.7169043973
3730	-5.7170402466
3731	-5.7171760829
3732	-5.7173119063
3733	-5.7174477168
3734	-5.7175835143
3735	-5.7177192989
3736	-5.7178550706
3737	-5.7179908292
3738	-5.7181265749
3739	-5.7182623077
3740	-5.7183980274
3741	-5.7185337342
3742	-5.718669428
3743	-5.7188051088
3744	-5.7189407766
3745	-5.7190764313
3746	-5.7192120731
3747	-5.7193477018
3748	-5.7194833176
3749	-5.7196189202
3750	-5.7197545099
3751	-5.7198900865
3752	-5.72002565
3753	-5.7201612005
3754	-5.7202967379
3755	-5.7204322623
3756	-5.7205677735
3757	-5.7207032717
3758	-5.7208387568
3759	-5.7209742288
3760	-5.7211096877
3761	-5.7212451335
3762	-5.7213805661
3763	-5.7215159857
3764	-5.7216513921
3765	-5.7217867853
3766	-5.7219221654
3767	-5.7220575324
3768	-5.7221928862
3769	-5.7223282269
3770	-5.7224635543
3771	-5.7225988686
3772	-5.7227341697
3773	-5.7228694577
3774	-5.7230047324
3775	-5.7231399939
3776	-5.7232752422
3777	-5.7234104773
3778	-5.7235456992
3779	-5.7236809078
3780	-5.7238161032
3781	-5.7239512853
3782	-5.7240864543
3783	-5.7242216099
3784	-5.7243567523
3785	-5.7244918814
3786	-5.7246269972
3787	-5.7247620998
3788	-5.724897189
3789	-5.725032265
3790	-5.7251673276
3791	-5.7253023769
3792	-5.7254374129
3793	-5.7255724356
3794	-5.725707445
3795	-5.725842441
3796	-5.7259774237
3797	-5.726112393
3798	-5.7262473489
3799	-5.7263822915
3800	-5.7265172207
3801	-5.7266521365
3802	-5.7267870389
3803	-5.726921928
3804	-5.7270568036
3805	-5.7271916658
3806	-5.7273265146
3807	-5.7274613499
3808	-5.7275961719
3809	-5.7277309803
3810	-5.7278657754
3811	-5.728000557
3812	-5.7281353251
3813	-5.7282700798
3814	-5.7284048209
3815	-5.7285395486
3816	-5.7286742628
3817	-5.7288089635
3818	-5.7289436507
3819	-5.7290783244
3820	-5.7292129846
3821	-5.7293476312
3822	-5.7294822644
3823	-5.7296168839
3824	-5.7297514899
3825	-5.7298860824
3826	-5.7300206613
3827	-5.7301552267
3828	-5.7302897784
3829	-5.7304243166
3830	-5.7305588412
3831	-5.7306933521
3832	-5.7308278495
3833	-5.7309623333
3834	-5.7310968034
3835	-5.7312312599
3836	-5.7313657028
3837	-5.731500132
3838	-5.7316345476
3839	-5.7317689495
3840	-5.7319033377
3841	-5.7320377123
3842	-5.7321720732
3843	-5.7323064204
3844	-5.7324407539
3845	-5.7325750737
3846	-5.7327093798
3847	-5.7328436721
3848	-5.7329779508
3849	-5.7331122157
3850	-5.7332464669
3851	-5.7333807043
3852	-5.7335149279
3853	-5.7336491378
3854	-5.7337833339
3855	-5.7339175163
3856	-5.7340516848
3857	-5.7341858396
3858	-5.7343199806
3859	-5.7344541077
3860	-5.7345882211
3861	-5.7347223206
3862	-5.7348564062
3863	-5.7349904781
3864	-5.7351245361
3865	-5.7352585802
3866	-5.7353926105
3867	-5.7355266269
3868	-5.7356606294
3869	-5.7357946181
3870	-5.7359285928
3871	-5.7360625537
3872	-5.7361965006
3873	-5.7363304336
3874	-5.7364643527
3875	-5.7365982579
3876	-5.7367321491
3877	-5.7368660264
3878	-5.7369998898
3879	-5.7371337391
3880	-5.7372675745
3881	-5.7374013959
3882	-5.7375352034
3883	-5.7376689968
3884	-5.7378027763
3885	-5.7379365417
3886	-5.7380702931
3887	-5.7382040305
3888	-5.7383377539
3889	-5.7384714632
3890	-5.7386051584
3891	-5.7387388397
3892	-5.7388725068
3893	-5.7390061599
3894	-5.7391397989
3895	-5.7392734238
3896	-5.7394070347
3897	-5.7395406314
3898	-5.739674214
3899	-5.7398077825
3900	-5.7399413369
3901	-5.7400748771
3902	-5.7402084032
3903	-5.7403419152
3904	-5.740475413
3905	-5.7406088966
3906	-5.7407423661
3907	-5.7408758214
3908	-5.7410092625
3909	-5.7411426894
3910	-5.7412761021
3911	-5.7414095006
3912	-5.7415428849
3913	-5.741676255
3914	-5.7418096108
3915	-5.7419429524
3916	-5.7420762797
3917	-5.7422095928
3918	-5.7423428916
3919	-5.7424761761
3920	-5.7426094464
3921	-5.7427427023
3922	-5.742875944
3923	-5.7430091714
3924	-5.7431423844
3925	-5.7432755832
3926	-5.7434087676
3927	-5.7435419377
3928	-5.7436750934
3929	-5.7438082348
3930	-5.7439413618
3931	-5.7440744745
3932	-5.7442075728
3933	-5.7443406567
3934	-5.7444737262
3935	-5.7446067813
3936	-5.744739822
3937	-5.7448728483
3938	-5.7450058602
3939	-5.7451388576
3940	-5.7452718407
3941	-5.7454048092
3942	-5.7455377634
3943	-5.745670703
3944	-5.7458036282
3945	-5.745936539
3946	-5.7460694352
3947	-5.746202317
3948	-5.7463351842
3949	-5.746468037
3950	-5.7466008752
3951	-5.7467336989
3952	-5.7468665081
3953	-5.7469993027
3954	-5.7471320828
3955	-5.7472648484
3956	-5.7473975994
3957	-5.7475303358
3958	-5.7476630576
3959	-5.7477957649
3960	-5.7479284576
3961	-5.7480611356
3962	-5.7481937991
3963	-5.7483264479
3964	-5.7484590822
3965	-5.7485917018
3966	-5.7487243067
3967	-5.748856897
3968	-5.7489894727
3969	-5.7491220337
3970	-5.74925458
3971	-5.7493871117
3972	-5.7495196286
3973	-5.7496521309
3974	-5.7497846185
3975	-5.7499170914
3976	-5.7500495496
3977	-5.750181993
3978	-5.7503144217
3979	-5.7504468357
3980	-5.7505792349
3981	-5.7507116194
3982	-5.7508439891
3983	-5.7509763441
3984	-5.7511086842
3985	-5.7512410096
3986	-5.7513733202
3987	-5.751505616
3988	-5.751637897
3989	-5.7517701632
3990	-5.7519024146
3991	-5.7520346511
3992	-5.7521668728
3993	-5.7522990796
3994	-5.7524312716
3995	-5.7525634488
3996	-5.752695611
3997	-5.7528277584
3998	-5.7529598909
3999	-5.7530920086
4000	-5.7532241113
4001	-5.7533561991
4002	-5.753488272
4003	-5.75362033
4004	-5.7537523731
4005	-5.7538844012
4006	-5.7540164144
4007	-5.7541484127
4008	-5.754280396
4009	-5.7544123643
4010	-5.7545443176
4011	-5.754676256
4012	-5.7548081794
4013	-5.7549400878
4014	-5.7550719812
4015	-5.7552038596
4016	-5.7553357229
4017	-5.7554675713
4018	-5.7555994046
4019	-5.7557312229
4020	-5.7558630261
4021	-5.7559948143
4022	-5.7561265874
4023	-5.7562583454
4024	-5.7563900884
4025	-5.7565218163
